X,Y,fid,k_factor_aligned,soil_loss_4326,lulc_chennai_clip_aligned,slope_chennai_clip_aligned,ndvi_chennai_clip_aligned,dem_chennai_clip_aligned
80.2837001996342,13.1251147309958,60,0.01416,0,50,89.98125,0.1431,8.06253
80.2856975029992,13.1251147309958,61,0.01416,0,50,89.98354,0.14378,9.97948
80.2876948063641,13.1251147309958,62,0.01416,0,50,89.98203,0.10808,11.01821
80.289692109729,13.1251147309958,63,0.01416,0,50,89.98132,0.09791,11.77903
80.2916894130939,13.1251147309958,64,0.01416,0,50,89.97742,0.09744,11.95951
80.2936867164589,13.1251147309958,65,0.01416,0,50,89.97811,0.1077,10.19913
80.2956840198238,13.1251147309958,66,0.01416,0,50,86.4045,0.07538,3.66192
80.2976813231887,13.1251147309958,67,0.01416,0,0,28.35173,0.01489,0.36964
80.231770312146,13.1231174276308,69,0.01416,0,50,89.96532,0.15672,11.79801
80.233767615511,13.1231174276308,70,0.01416,0,50,89.95615,0.15581,11.41422
80.2357649188759,13.1231174276308,71,0.01416,3.84947,50,89.96497,0.20593,10.75822
80.2377622222408,13.1231174276308,72,0.01416,4.76898,40,89.98289,0.2316,9.26261
80.2397595256057,13.1231174276308,73,0.01513,9.95711,10,89.98769,0.29657,9.42912
80.2417568289707,13.1231174276308,74,0.01416,12.92984,50,89.97968,0.18191,9.2656
80.2437541323356,13.1231174276308,75,0.01416,6.96854,50,89.96954,0.17479,8.83237
80.2457514357005,13.1231174276308,76,0.01416,3.87109,50,89.97019,0.16813,8.12479
80.2477487390655,13.1231174276308,77,0.01416,3.60272,50,89.976,0.14617,7.36374
80.2497460424304,13.1231174276308,78,0.01416,3.34032,50,89.96806,0.12348,8.2616
80.2517433457953,13.1231174276308,79,0.01416,3.03904,50,89.96217,0.11298,8.68541
80.2537406491603,13.1231174276308,80,0.01416,2.73467,50,89.96695,0.13922,8.5848
80.2557379525252,13.1231174276308,81,0.01416,2.46653,50,89.97616,0.12567,8.91803
80.2577352558901,13.1231174276308,82,0.01416,2.17462,50,89.9774,0.11816,9.44839
80.2597325592551,13.1231174276308,83,0.01416,1.82032,10,89.98294,0.17596,9.19287
80.26172986262,13.1231174276308,84,0.01416,1.48237,10,89.97708,0.2301,9.77021
80.2637271659849,13.1231174276308,85,0.01416,1.20676,50,89.98165,0.18908,8.10462
80.2657244693498,13.1231174276308,86,0.01416,0.93686,50,89.97052,0.16113,5.76281
80.2677217727148,13.1231174276308,87,0.01416,7.14022,40,89.97417,0.26303,4.05798
80.2697190760797,13.1231174276308,88,0.02845,13.37823,10,89.93618,0.28022,2.86322
80.2717163794446,13.1231174276308,89,0.01416,13.55305,40,89.95231,0.2137,3.05055
80.2737136828096,13.1231174276308,90,0.01416,14.12141,50,89.96444,0.08776,7.4354
80.2757109861745,13.1231174276308,91,0.01416,14.10634,50,89.97469,0.10561,7.61101
80.2777082895394,13.1231174276308,92,0.01416,13.10819,50,89.97698,0.15433,5.76777
80.2797055929044,13.1231174276308,93,0.01416,12.30545,50,89.97131,0.20286,5.62018
80.2817028962693,13.1231174276308,94,0.01416,11.90138,50,89.97876,0.19012,8.25908
80.2837001996342,13.1231174276308,95,0.01416,12.0155,50,89.9763,0.1087,9.64766
80.2856975029992,13.1231174276308,96,0.01416,12.41177,50,89.97958,0.12181,10.14251
80.2876948063641,13.1231174276308,97,0.01416,12.3534,50,89.97678,0.11322,12.11368
80.289692109729,13.1231174276308,98,0.01416,12.23418,50,89.98063,0.10415,12.3555
80.2916894130939,13.1231174276308,99,0.01416,11.87961,50,89.9801,0.12698,11.40297
80.2936867164589,13.1231174276308,100,0.01416,7.81633,50,89.98125,0.15073,9.3355
80.2956840198238,13.1231174276308,101,0.01416,0,50,88.72688,0.11654,5.96919
80.2976813231887,13.1231174276308,102,0.01416,0,50,75.11784,0.07436,2.71178
80.231770312146,13.1211201242659,104,0.01416,0,50,89.97005,0.13825,11.23943
80.233767615511,13.1211201242659,105,0.01416,0,50,89.96809,0.1508,11.459
80.2357649188759,13.1211201242659,106,0.01416,10.62885,50,89.96449,0.16876,11.38834
80.2377622222408,13.1211201242659,107,0.01416,13.64277,50,89.97054,0.16994,10.81029
80.2397595256057,13.1211201242659,108,0.01513,13.23176,30,89.9851,0.20738,9.12308
80.2417568289707,13.1211201242659,109,0.01416,13.61272,50,89.9835,0.18386,10.97122
80.2437541323356,13.1211201242659,110,0.01416,13.99186,50,89.96537,0.15479,9.58525
80.2457514357005,13.1211201242659,111,0.01416,14.24904,50,89.96625,0.13257,9.40577
80.2477487390655,13.1211201242659,112,0.01416,14.32512,50,89.96249,0.12539,9.18408
80.2497460424304,13.1211201242659,113,0.01416,14.40715,50,89.95524,0.15139,8.64932
80.2517433457953,13.1211201242659,114,0.01416,14.29681,10,89.97213,0.20777,8.16508
80.2537406491603,13.1211201242659,115,0.01416,14.26307,50,89.9754,0.14722,8.88319
80.2557379525252,13.1211201242659,116,0.01416,14.4301,50,89.97719,0.13446,8.32144
80.2577352558901,13.1211201242659,117,0.01416,14.43881,50,89.98195,0.13966,8.04168
80.2597325592551,13.1211201242659,118,0.01416,14.01165,10,89.98089,0.16026,9.59764
80.26172986262,13.1211201242659,119,0.01416,13.59912,50,89.98006,0.16365,9.71384
80.2637271659849,13.1211201242659,120,0.01416,13.6313,50,89.97916,0.19971,7.29588
80.2657244693498,13.1211201242659,121,0.01416,13.74532,50,89.96516,0.17457,5.77198
80.2677217727148,13.1211201242659,122,0.01416,15.45982,50,89.97585,0.19501,4.4427
80.2697190760797,13.1211201242659,123,0.02845,17.77036,10,89.94296,0.31898,2.53268
80.2717163794446,13.1211201242659,124,0.01416,16.24644,80,89.9498,0.22675,4.1541
80.2737136828096,13.1211201242659,125,0.01416,14.43105,50,89.96165,0.10347,8.24032
80.2757109861745,13.1211201242659,126,0.01416,14.58398,50,89.97556,0.14894,7.34923
80.2777082895394,13.1211201242659,127,0.01416,13.89052,10,89.97093,0.19864,5.49788
80.2797055929044,13.1211201242659,128,0.01416,13.72902,50,89.97328,0.19347,7.09024
80.2817028962693,13.1211201242659,129,0.01416,13.96383,50,89.9621,0.10551,9.72478
80.2837001996342,13.1211201242659,130,0.01416,14.26028,50,89.9587,0.10986,10.25372
80.2856975029992,13.1211201242659,131,0.01416,14.6704,50,89.9744,0.12895,11.14759
80.2876948063641,13.1211201242659,132,0.01416,14.6528,50,89.97248,0.12572,12.82244
80.289692109729,13.1211201242659,133,0.01416,14.71677,50,89.9772,0.12293,12.13887
80.2916894130939,13.1211201242659,134,0.01416,14.64917,50,89.98177,0.12687,10.96644
80.2936867164589,13.1211201242659,135,0.01416,9.61508,50,89.9786,0.1446,10.61349
80.2956840198238,13.1211201242659,136,0.01416,0,50,89.97888,0.13791,9.21942
80.2976813231887,13.1211201242659,137,0.01416,0,50,89.81955,0.15675,6.848
80.231770312146,13.1191228209009,140,0.01416,0,50,89.97095,0.14492,11.41172
80.233767615511,13.1191228209009,141,0.01416,0,50,89.96365,0.15964,11.66236
80.2357649188759,13.1191228209009,142,0.01416,11.2207,50,89.96391,0.14153,11.44887
80.2377622222408,13.1191228209009,143,0.01416,14.24271,50,89.97491,0.14137,10.63502
80.2397595256057,13.1191228209009,144,0.01416,13.98731,50,89.98281,0.17212,9.31756
80.2417568289707,13.1191228209009,145,0.01416,13.97128,10,89.97958,0.16723,9.9941
80.2437541323356,13.1191228209009,146,0.01416,14.27698,50,89.96221,0.14057,10.42905
80.2457514357005,13.1191228209009,147,0.01416,14.54034,50,89.96092,0.12863,10.28216
80.2477487390655,13.1191228209009,148,0.01416,14.60403,50,89.96297,0.11345,10.01007
80.2497460424304,13.1191228209009,149,0.01416,14.55221,50,89.95856,0.12898,9.2611
80.2517433457953,13.1191228209009,150,0.01416,14.23478,50,89.96107,0.13785,8.95547
80.2537406491603,13.1191228209009,151,0.01416,14.24368,50,89.97255,0.12328,9.22598
80.2557379525252,13.1191228209009,152,0.01416,14.41474,50,89.97688,0.12796,8.37473
80.2577352558901,13.1191228209009,153,0.01416,14.33315,50,89.97295,0.14185,7.67438
80.2597325592551,13.1191228209009,154,0.01416,14.0567,50,89.97636,0.16904,8.11944
80.26172986262,13.1191228209009,155,0.01416,13.96999,50,89.97622,0.16553,8.69294
80.2637271659849,13.1191228209009,156,0.01416,13.9721,50,89.96744,0.1414,7.39429
80.2657244693498,13.1191228209009,157,0.01416,13.95179,60,89.96252,0.16887,5.65085
80.2677217727148,13.1191228209009,158,0.01416,15.55156,50,89.96539,0.16795,4.53522
80.2697190760797,13.1191228209009,159,0.02918,17.15332,10,89.94136,0.31592,2.37922
80.2717163794446,13.1191228209009,160,0.01416,15.82043,50,89.96086,0.16449,5.70977
80.2737136828096,13.1191228209009,161,0.01416,14.65722,50,89.96357,0.08626,8.51806
80.2757109861745,13.1191228209009,162,0.01416,14.61227,50,89.97728,0.13352,7.46272
80.2777082895394,13.1191228209009,163,0.01416,14.19719,50,89.97797,0.15398,7.78893
80.2797055929044,13.1191228209009,164,0.01416,14.45465,50,89.97291,0.11005,9.49321
80.2817028962693,13.1191228209009,165,0.01416,14.78902,50,89.94607,0.09337,10.90421
80.2837001996342,13.1191228209009,166,0.01416,14.81337,50,89.96093,0.11598,11.06453
80.2856975029992,13.1191228209009,167,0.01416,14.70812,50,89.98031,0.141,11.40769
80.2876948063641,13.1191228209009,168,0.01416,14.5456,50,89.97678,0.11777,12.69992
80.289692109729,13.1191228209009,169,0.01416,14.49456,50,89.98174,0.15784,11.98925
80.2916894130939,13.1191228209009,170,0.01416,14.3272,50,89.98382,0.14798,11.07697
80.2936867164589,13.1191228209009,171,0.01416,9.23934,50,89.9796,0.13107,10.62152
80.2956840198238,13.1191228209009,172,0.01416,0,50,89.97166,0.17272,9.29351
80.2976813231887,13.1191228209009,173,0.01416,0,50,89.97043,0.146,7.34247
80.231770312146,13.117125517536,176,0.01416,0,50,89.97021,0.12384,12.65423
80.233767615511,13.117125517536,177,0.01416,0,50,89.96119,0.12618,11.97944
80.2357649188759,13.117125517536,178,0.01416,11.79148,50,89.96316,0.11779,11.79365
80.2377622222408,13.117125517536,179,0.01416,14.64851,50,89.97337,0.11779,11.08625
80.2397595256057,13.117125517536,180,0.01416,14.51402,50,89.96725,0.12815,11.21079
80.2417568289707,13.117125517536,181,0.01416,14.44499,50,89.96643,0.13092,11.12627
80.2437541323356,13.117125517536,182,0.01416,14.58325,50,89.96601,0.11991,11.04666
80.2457514357005,13.117125517536,183,0.01416,14.65878,50,89.97,0.12789,10.58431
80.2477487390655,13.117125517536,184,0.01416,14.66701,50,89.96666,0.12073,10.19922
80.2497460424304,13.117125517536,185,0.01416,14.57689,50,89.97424,0.146,10.00278
80.2517433457953,13.117125517536,186,0.01416,14.38425,50,89.96422,0.143,8.91312
80.2537406491603,13.117125517536,187,0.01416,14.36417,50,89.96308,0.14425,8.74966
80.2557379525252,13.117125517536,188,0.01416,14.36127,50,89.96539,0.15119,8.97059
80.2577352558901,13.117125517536,189,0.01416,14.26233,50,89.97102,0.14626,8.08127
80.2597325592551,13.117125517536,190,0.01416,14.03307,50,89.97188,0.18097,6.01686
80.26172986262,13.117125517536,191,0.01416,14.18851,50,89.97585,0.15208,7.91641
80.2637271659849,13.117125517536,192,0.01416,14.35291,50,89.96977,0.11758,8.0094
80.2657244693498,13.117125517536,193,0.01416,14.35427,50,89.94719,0.14907,6.13052
80.2677217727148,13.117125517536,194,0.01416,14.2453,50,89.9639,0.18819,4.35739
80.2697190760797,13.117125517536,195,0.01416,13.20796,40,89.94884,0.33408,2.28573
80.2717163794446,13.117125517536,196,0.01416,13.34083,50,89.96622,0.14257,6.65131
80.2737136828096,13.117125517536,197,0.01416,14.54321,50,89.97324,0.09973,7.94008
80.2757109861745,13.117125517536,198,0.01416,14.63971,10,89.97222,0.13836,6.04939
80.2777082895394,13.117125517536,199,0.01416,14.45193,50,89.97482,0.14413,7.45168
80.2797055929044,13.117125517536,200,0.01416,14.78667,50,89.97384,0.10762,10.20085
80.2817028962693,13.117125517536,201,0.01416,15.04462,50,89.97656,0.08953,11.49284
80.2837001996342,13.117125517536,202,0.01416,15.01549,50,89.97913,0.10535,10.50924
80.2856975029992,13.117125517536,203,0.01416,14.93725,50,89.97488,0.10223,11.97783
80.2876948063641,13.117125517536,204,0.01416,14.86502,50,89.97717,0.10438,13.03715
80.289692109729,13.117125517536,205,0.01416,14.68381,50,89.98376,0.1372,12.1455
80.2916894130939,13.117125517536,206,0.01416,14.44748,50,89.98327,0.13544,11.11291
80.2936867164589,13.117125517536,207,0.01416,8.98963,50,89.98113,0.13885,10.14529
80.2956840198238,13.117125517536,208,0.01416,0,50,89.97336,0.182,8.24953
80.2976813231887,13.117125517536,209,0.01416,0,50,89.96644,0.12641,6.79954
80.231770312146,13.1151282141711,213,0.01416,0,50,89.97655,0.12253,12.84033
80.233767615511,13.1151282141711,214,0.01416,0,50,89.96181,0.12549,13.0924
80.2357649188759,13.1151282141711,215,0.01416,12.25415,50,89.96217,0.10614,12.4132
80.2377622222408,13.1151282141711,216,0.01416,14.87856,50,89.95887,0.09855,11.91004
80.2397595256057,13.1151282141711,217,0.01416,14.83243,50,89.9631,0.10088,11.33783
80.2417568289707,13.1151282141711,218,0.01416,14.76925,50,89.95724,0.10902,11.75756
80.2437541323356,13.1151282141711,219,0.01416,14.74668,50,89.97202,0.10637,11.7038
80.2457514357005,13.1151282141711,220,0.01416,14.7092,50,89.9697,0.11188,10.31263
80.2477487390655,13.1151282141711,221,0.01416,14.70098,50,89.95815,0.11149,9.6919
80.2497460424304,13.1151282141711,222,0.01416,14.57454,50,89.96465,0.15254,9.68654
80.2517433457953,13.1151282141711,223,0.01416,14.30888,50,89.95889,0.15672,8.76286
80.2537406491603,13.1151282141711,224,0.01416,14.18651,50,89.94697,0.13709,8.83707
80.2557379525252,13.1151282141711,225,0.01416,14.29081,50,89.9611,0.12989,8.38001
80.2577352558901,13.1151282141711,226,0.01416,14.34439,50,89.9709,0.13596,7.85513
80.2597325592551,13.1151282141711,227,0.01416,14.34145,50,89.97517,0.13769,7.17969
80.26172986262,13.1151282141711,228,0.01416,14.57488,50,89.97527,0.11419,8.8793
80.2637271659849,13.1151282141711,229,0.01416,14.64371,50,89.96754,0.13134,7.65448
80.2657244693498,13.1151282141711,230,0.01416,14.56846,50,89.96387,0.15189,6.3299
80.2677217727148,13.1151282141711,231,0.01416,13.63641,10,89.96718,0.26627,3.99277
80.2697190760797,13.1151282141711,232,0.01416,11.99507,10,89.94678,0.35107,2.14422
80.2717163794446,13.1151282141711,233,0.01416,12.30851,50,89.96599,0.21611,4.16286
80.2737136828096,13.1151282141711,234,0.01416,13.86965,50,89.97551,0.12907,6.10775
80.2757109861745,13.1151282141711,235,0.01416,14.46328,50,89.97292,0.15116,5.95511
80.2777082895394,13.1151282141711,236,0.01416,14.65386,50,89.97462,0.10645,9.04464
80.2797055929044,13.1151282141711,237,0.01416,14.83439,50,89.97849,0.11756,9.47704
80.2817028962693,13.1151282141711,238,0.01416,14.82669,50,89.98006,0.10569,11.03764
80.2837001996342,13.1151282141711,239,0.01416,14.78914,50,89.97997,0.114,11.12768
80.2856975029992,13.1151282141711,240,0.01416,14.87011,50,89.97623,0.09594,12.16579
80.2876948063641,13.1151282141711,241,0.01416,15.03142,50,89.97803,0.09133,13.29312
80.289692109729,13.1151282141711,242,0.01416,15.01538,50,89.98213,0.09149,12.85267
80.2916894130939,13.1151282141711,243,0.01416,14.91697,50,89.98222,0.09761,11.78194
80.2936867164589,13.1151282141711,244,0.01416,8.91459,50,89.97522,0.10788,11.27846
80.2956840198238,13.1151282141711,245,0.01416,0,50,89.97904,0.12236,8.32776
80.2976813231887,13.1151282141711,246,0.01416,0,50,89.9721,0.07725,6.60735
80.1978161549422,13.1131309108061,249,0.01416,0,50,74.02921,0.14593,10.58048
80.1998134583071,13.1131309108061,250,0.01416,0,50,81.67781,0.1514,12.48259
80.2018107616721,13.1131309108061,251,0.01416,0,50,86.90997,0.15485,13.49319
80.203808065037,13.1131309108061,252,0.01416,0,50,89.52262,0.17041,14.5457
80.2058053684019,13.1131309108061,253,0.01416,0,50,89.9718,0.13891,14.20029
80.2078026717669,13.1131309108061,254,0.01416,0,50,89.97173,0.10243,14.43211
80.2097999751318,13.1131309108061,255,0.01416,0,50,83.49863,0.1002,12.325
80.2277757054162,13.1131309108061,256,0.01416,0,10,73.03104,0.11808,9.81313
80.2297730087811,13.1131309108061,257,0.01416,0,50,87.52322,0.16366,12.49958
80.231770312146,13.1131309108061,258,0.01416,0,10,89.97149,0.14337,12.89188
80.233767615511,13.1131309108061,259,0.01416,0,50,89.96387,0.12713,13.60508
80.2357649188759,13.1131309108061,260,0.01416,12.56714,50,89.97337,0.10987,13.07412
80.2377622222408,13.1131309108061,261,0.01416,14.72451,50,89.97238,0.10943,12.31617
80.2397595256057,13.1131309108061,262,0.01416,14.44693,50,89.97265,0.12814,11.50493
80.2417568289707,13.1131309108061,263,0.01416,14.557,50,89.97175,0.11903,11.54235
80.2437541323356,13.1131309108061,264,0.01416,14.43337,50,89.97605,0.13049,11.76289
80.2457514357005,13.1131309108061,265,0.01416,14.38445,50,89.97218,0.14158,10.93302
80.2477487390655,13.1131309108061,266,0.01416,14.39068,50,89.96564,0.12108,10.24363
80.2497460424304,13.1131309108061,267,0.01416,14.49658,50,89.94704,0.12696,9.70305
80.2517433457953,13.1131309108061,268,0.01416,14.38673,50,89.97166,0.13855,8.99654
80.2537406491603,13.1131309108061,269,0.01416,13.70635,50,89.97588,0.20897,9.19927
80.2557379525252,13.1131309108061,270,0.01416,13.77372,50,89.97211,0.16,8.11228
80.2577352558901,13.1131309108061,271,0.01416,14.11339,50,89.97647,0.1479,6.8666
80.2597325592551,13.1131309108061,272,0.01416,14.22908,50,89.96935,0.15546,7.63633
80.26172986262,13.1131309108061,273,0.01416,14.99479,50,89.97399,0.1416,8.12297
80.2637271659849,13.1131309108061,274,0.01416,16.37595,50,89.96474,0.12206,7.11312
80.2657244693498,13.1131309108061,275,0.01416,16.86742,50,89.96333,0.16748,5.22328
80.2677217727148,13.1131309108061,276,0.01416,14.32433,10,89.95882,0.33461,2.99575
80.2697190760797,13.1131309108061,277,0.01416,11.79782,10,89.96767,0.34884,3.3547
80.2717163794446,13.1131309108061,278,0.01416,12.58756,50,89.97977,0.15628,6.02526
80.2737136828096,13.1131309108061,279,0.01416,13.88014,50,89.97909,0.14805,6.48603
80.2757109861745,13.1131309108061,280,0.01416,14.32493,50,89.98186,0.13481,6.66411
80.2777082895394,13.1131309108061,281,0.01416,14.80004,50,89.98266,0.08617,9.4791
80.2797055929044,13.1131309108061,282,0.01416,14.77778,50,89.9784,0.10329,10.71859
80.2817028962693,13.1131309108061,283,0.01416,14.54099,50,89.97952,0.15523,10.50551
80.2837001996342,13.1131309108061,284,0.01416,14.37057,50,89.97216,0.16295,10.88763
80.2856975029992,13.1131309108061,285,0.01416,14.57061,50,89.96614,0.08711,12.77723
80.2876948063641,13.1131309108061,286,0.01416,14.88895,50,89.97426,0.12135,12.53631
80.289692109729,13.1131309108061,287,0.01416,14.81465,50,89.98096,0.12461,12.03399
80.2916894130939,13.1131309108061,288,0.01416,14.78323,50,89.97781,0.1011,12.46404
80.2936867164589,13.1131309108061,289,0.01416,8.52484,50,89.97418,0.155,10.35865
80.2956840198238,13.1131309108061,290,0.01416,0,10,89.96619,0.18902,8.42419
80.2976813231887,13.1131309108061,291,0.01416,0,50,89.95551,0.09532,5.74969
80.1918242448474,13.1111336074412,295,0.03436,0,10,89.52145,0.23159,14.81806
80.1938215482123,13.1111336074412,296,0.02338,0,10,89.96168,0.33705,14.44026
80.1958188515773,13.1111336074412,297,0.03397,0,10,89.96844,0.29931,13.73148
80.1978161549422,13.1111336074412,298,0.01416,0,10,89.97264,0.26138,12.9237
80.1998134583071,13.1111336074412,299,0.01416,1.57348,10,89.97762,0.20789,13.96454
80.2018107616721,13.1111336074412,300,0.01416,10.9412,50,89.97797,0.18303,14.33623
80.203808065037,13.1111336074412,301,0.01416,10.58645,10,89.97134,0.19013,13.69864
80.2058053684019,13.1111336074412,302,0.01416,10.37632,50,89.97121,0.18789,12.42748
80.2078026717669,13.1111336074412,303,0.01416,9.37735,50,89.97598,0.13663,12.88954
80.2097999751318,13.1111336074412,304,0.01416,0,10,89.86547,0.13135,12.60927
80.2117972784967,13.1111336074412,305,0.01416,0,50,89.4636,0.13363,13.07278
80.2137945818616,13.1111336074412,306,0.01416,0,50,89.95223,0.14845,13.6049
80.2157918852266,13.1111336074412,307,0.01416,0,50,89.97517,0.15272,13.01492
80.2177891885915,13.1111336074412,308,0.01416,0,50,89.96556,0.1262,12.78962
80.2197864919564,13.1111336074412,309,0.01416,0,50,89.96273,0.13473,12.80767
80.2217837953214,13.1111336074412,310,0.01416,0,50,89.96926,0.13968,13.3088
80.2237810986863,13.1111336074412,311,0.01416,0,50,89.97588,0.15046,13.60728
80.2257784020512,13.1111336074412,312,0.01416,0,50,89.98195,0.18511,12.69439
80.2277757054162,13.1111336074412,313,0.01416,0,10,89.97707,0.17583,13.1844
80.2297730087811,13.1111336074412,314,0.01416,6.35964,50,89.97811,0.16751,13.07498
80.231770312146,13.1111336074412,315,0.01416,6.63813,50,89.97063,0.11554,12.58757
80.233767615511,13.1111336074412,316,0.01416,6.31824,50,89.96655,0.11535,12.16603
80.2357649188759,13.1111336074412,317,0.01416,13.30759,50,89.9704,0.11755,12.29506
80.2377622222408,13.1111336074412,318,0.01416,14.11114,50,89.97713,0.15826,11.84411
80.2397595256057,13.1111336074412,319,0.01416,13.65153,50,89.98111,0.19443,11.79335
80.2417568289707,13.1111336074412,320,0.01416,14.08142,50,89.97532,0.13791,11.21624
80.2437541323356,13.1111336074412,321,0.01416,14.14661,10,89.97614,0.16843,11.34382
80.2457514357005,13.1111336074412,322,0.01416,14.12998,50,89.97594,0.17183,11.96676
80.2477487390655,13.1111336074412,323,0.01416,14.12265,10,89.95913,0.1585,11.07988
80.2497460424304,13.1111336074412,324,0.01416,14.20242,50,89.96155,0.12627,9.44844
80.2517433457953,13.1111336074412,325,0.01416,14.07883,50,89.97504,0.17062,9.13522
80.2537406491603,13.1111336074412,326,0.01416,13.16842,10,89.9789,0.27776,7.96814
80.2557379525252,13.1111336074412,327,0.01416,13.43385,50,89.98071,0.16821,7.26344
80.2577352558901,13.1111336074412,328,0.01416,13.94121,50,89.96886,0.15303,6.45083
80.2597325592551,13.1111336074412,329,0.01416,14.25973,50,89.96561,0.14064,7.18775
80.26172986262,13.1111336074412,330,0.01416,15.56009,50,89.96811,0.1437,7.35939
80.2637271659849,13.1111336074412,331,0.01416,18.17329,50,89.96922,0.16291,6.69888
