X,Y,fid,lulc_chennai_clip_aligned,slope_chennai_clip_aligned,ndvi_chennai_clip_aligned,dem_chennai_clip_aligned,k_factor_chennai_aligned,annual_rainfall_mm
80.2345187109999,13.122818611,373,50,89.95615,0.15581,11.41422,0.01416,1179.76125
80.2365187109998,13.122818611,374,50,89.96497,0.20593,10.75822,0.01416,1179.76125
80.2385187109998,13.122818611,375,40,89.98289,0.2316,9.26261,0.01426,1179.76125
80.2405187109998,13.122818611,376,10,89.98769,0.29657,9.42912,0.01475,1179.76125
80.2425187109998,13.122818611,377,50,89.97968,0.18191,9.2656,0.01425,1179.76125
80.2445187109998,13.122818611,378,50,89.96954,0.17479,8.83237,0.01416,1179.76125
80.2465187109998,13.122818611,379,50,89.97019,0.16813,8.12479,0.01416,1179.76125
80.2485187109998,13.122818611,380,50,89.976,0.14617,7.36374,0.01416,1179.76125
80.2505187109998,13.122818611,381,50,89.96806,0.12348,8.2616,0.01416,1179.76125
80.2525187109998,13.122818611,382,50,89.96217,0.11298,8.68541,0.01416,1179.76125
80.2545187109998,13.122818611,383,50,89.96695,0.13922,8.5848,0.01416,1179.76125
80.2565187109998,13.122818611,384,50,89.97616,0.12567,8.91803,0.01416,1179.76125
80.2585187109998,13.122818611,385,50,89.9774,0.11816,9.44839,0.01416,1179.76125
80.2605187109998,13.122818611,386,10,89.98294,0.17596,9.19287,0.01416,1179.76125
80.2625187109998,13.122818611,387,10,89.97708,0.2301,9.77021,0.01416,1179.76125
80.2645187109998,13.122818611,388,50,89.98165,0.18908,8.10462,0.01416,1179.76125
80.2665187109998,13.122818611,389,50,89.97052,0.16113,5.76281,0.01416,1179.76125
80.2685187109998,13.122818611,390,40,89.97417,0.26303,4.05798,0.01843,1179.76125
80.2705187109998,13.122818611,391,10,89.93618,0.28022,2.86322,0.02009,1179.76125
80.2725187109998,13.122818611,392,40,89.95231,0.2137,3.05055,0.01416,1179.76125
80.2765187109998,13.122818611,394,50,89.97469,0.10561,7.61101,0.01416,1179.76125
80.2785187109997,13.122818611,395,50,89.97698,0.15433,5.76777,0.01416,1179.76125
80.2805187109997,13.122818611,396,50,89.97131,0.20286,5.62018,0.01416,1179.76125
80.2825187109997,13.122818611,397,50,89.97876,0.19012,8.25908,0.01416,1179.76125
80.2845187109997,13.122818611,398,50,89.9763,0.1087,9.64766,0.01416,1179.76125
80.2865187109997,13.122818611,399,50,89.97958,0.12181,10.14251,0.01416,1179.76125
80.2885187109997,13.122818611,400,50,89.97678,0.11322,12.11368,0.01416,1179.76125
80.2905187109997,13.122818611,401,50,89.98063,0.10415,12.3555,0.01416,1179.76125
80.2925187109997,13.122818611,402,50,89.9801,0.12698,11.40297,0.01416,1179.76125
80.2945187109997,13.122818611,403,50,89.98125,0.15073,9.3355,0.01416,1179.76125
80.2965187109997,13.122818611,404,50,88.72688,0.11654,5.96919,0.01416,1179.76125
80.2325187109999,13.120818611,440,50,89.97005,0.13825,11.23943,0.01416,1179.76125
80.2345187109999,13.120818611,441,50,89.96809,0.1508,11.459,0.01416,1179.76125
80.2365187109998,13.120818611,442,50,89.96449,0.16876,11.38834,0.01416,1179.76125
80.2385187109998,13.120818611,443,50,89.97054,0.16994,10.81029,0.01423,1179.76125
80.2405187109998,13.120818611,444,30,89.9851,0.20738,9.12308,0.01457,1179.76125
80.2425187109998,13.120818611,445,50,89.9835,0.18386,10.97122,0.01422,1179.76125
80.2445187109998,13.120818611,446,50,89.96537,0.15479,9.58525,0.01416,1179.76125
80.2465187109998,13.120818611,447,50,89.96625,0.13257,9.40577,0.01416,1179.76125
80.2485187109998,13.120818611,448,50,89.96249,0.12539,9.18408,0.01416,1179.76125
80.2505187109998,13.120818611,449,50,89.95524,0.15139,8.64932,0.01416,1179.76125
80.2525187109998,13.120818611,450,10,89.97213,0.20777,8.16508,0.01416,1179.76125
80.2545187109998,13.120818611,451,50,89.9754,0.14722,8.88319,0.01416,1179.76125
80.2565187109998,13.120818611,452,50,89.97719,0.13446,8.32144,0.01416,1179.76125
80.2585187109998,13.120818611,453,50,89.98195,0.13966,8.04168,0.01416,1179.76125
80.2605187109998,13.120818611,454,10,89.98089,0.16026,9.59764,0.01416,1179.76125
80.2625187109998,13.120818611,455,50,89.98006,0.16365,9.71384,0.01416,1179.76125
80.2645187109998,13.120818611,456,50,89.97916,0.19971,7.29588,0.01416,1179.76125
80.2665187109998,13.120818611,457,50,89.96516,0.17457,5.77198,0.01416,1179.76125
80.2685187109998,13.120818611,458,50,89.97585,0.19501,4.4427,0.02131,1179.76125
80.2705187109998,13.120818611,459,10,89.94296,0.31898,2.53268,0.02408,1179.76125
80.2725187109998,13.120818611,460,80,89.9498,0.22675,4.1541,0.01416,1179.76125
80.2745187109998,13.120818611,461,50,89.96165,0.10347,8.24032,0.01416,1179.76125
80.2765187109998,13.120818611,462,50,89.97556,0.14894,7.34923,0.01416,1179.76125
80.2785187109997,13.120818611,463,10,89.97093,0.19864,5.49788,0.01416,1179.76125
80.2805187109997,13.120818611,464,50,89.97328,0.19347,7.09024,0.01416,1179.76125
80.2825187109997,13.120818611,465,50,89.9621,0.10551,9.72478,0.01416,1179.76125
80.2845187109997,13.120818611,466,50,89.9587,0.10986,10.25372,0.01416,1179.76125
80.2865187109997,13.120818611,467,50,89.9744,0.12895,11.14759,0.01416,1179.76125
80.2885187109997,13.120818611,468,50,89.97248,0.12572,12.82244,0.01416,1179.76125
80.2905187109997,13.120818611,469,50,89.9772,0.12293,12.13887,0.01416,1179.76125
80.2925187109997,13.120818611,470,50,89.98177,0.12687,10.96644,0.01416,1179.76125
80.2945187109997,13.120818611,471,50,89.9786,0.1446,10.61349,0.01416,1179.76125
80.2965187109997,13.120818611,472,50,89.97888,0.13791,9.21942,0.01416,1179.76125
80.2325187109999,13.118818611,508,50,89.97095,0.14492,11.41172,0.01416,1179.76125
80.2345187109999,13.118818611,509,50,89.96365,0.15964,11.66236,0.01416,1179.76125
80.2365187109998,13.118818611,510,50,89.96391,0.14153,11.44887,0.01416,1179.76125
80.2385187109998,13.118818611,511,50,89.97491,0.14137,10.63502,0.01416,1179.76125
80.2405187109998,13.118818611,512,50,89.98281,0.17212,9.31756,0.01416,1179.76125
80.2425187109998,13.118818611,513,10,89.97958,0.16723,9.9941,0.01416,1179.76125
80.2445187109998,13.118818611,514,50,89.96221,0.14057,10.42905,0.01416,1179.76125
80.2465187109998,13.118818611,515,50,89.96092,0.12863,10.28216,0.01416,1179.76125
80.2485187109998,13.118818611,516,50,89.96297,0.11345,10.01007,0.01416,1179.76125
80.2505187109998,13.118818611,517,50,89.95856,0.12898,9.2611,0.01416,1179.76125
80.2525187109998,13.118818611,518,50,89.96107,0.13785,8.95547,0.01416,1179.76125
80.2545187109998,13.118818611,519,50,89.97255,0.12328,9.22598,0.01416,1179.76125
80.2565187109998,13.118818611,520,50,89.97688,0.12796,8.37473,0.01416,1179.76125
80.2585187109998,13.118818611,521,50,89.97295,0.14185,7.67438,0.01416,1179.76125
80.2605187109998,13.118818611,522,50,89.97636,0.16904,8.11944,0.01416,1179.76125
80.2625187109998,13.118818611,523,50,89.97622,0.16553,8.69294,0.01416,1179.76125
80.2645187109998,13.118818611,524,50,89.96744,0.1414,7.39429,0.01416,1179.76125
80.2665187109998,13.118818611,525,60,89.96252,0.16887,5.65085,0.01416,1179.76125
80.2685187109998,13.118818611,526,50,89.96539,0.16795,4.53522,0.01842,1179.76125
80.2705187109998,13.118818611,527,10,89.94136,0.31592,2.37922,0.02007,1179.76125
80.2725187109998,13.118818611,528,50,89.96086,0.16449,5.70977,0.01416,1179.76125
80.2765187109998,13.118818611,530,50,89.97728,0.13352,7.46272,0.01416,1179.76125
80.2785187109997,13.118818611,531,50,89.97797,0.15398,7.78893,0.01416,1179.76125
80.2805187109997,13.118818611,532,50,89.97291,0.11005,9.49321,0.01416,1179.76125
80.2845187109997,13.118818611,534,50,89.96093,0.11598,11.06453,0.01416,1179.76125
80.2865187109997,13.118818611,535,50,89.98031,0.141,11.40769,0.01416,1179.76125
80.2885187109997,13.118818611,536,50,89.97678,0.11777,12.69992,0.01416,1179.76125
80.2905187109997,13.118818611,537,50,89.98174,0.15784,11.98925,0.01416,1179.76125
80.2925187109997,13.118818611,538,50,89.98382,0.14798,11.07697,0.01416,1179.76125
80.2945187109997,13.118818611,539,50,89.9796,0.13107,10.62152,0.01416,1179.76125
80.2965187109997,13.118818611,540,50,89.97166,0.17272,9.29351,0.01416,1179.76125
80.2325187109999,13.116818611,576,50,89.97021,0.12384,12.65423,0.01416,1179.76125
80.2345187109999,13.116818611,577,50,89.96119,0.12618,11.97944,0.01416,1179.76125
80.2365187109998,13.116818611,578,50,89.96316,0.11779,11.79365,0.01416,1179.76125
80.2385187109998,13.116818611,579,50,89.97337,0.11779,11.08625,0.01416,1179.76125
80.2405187109998,13.116818611,580,50,89.96725,0.12815,11.21079,0.01416,1179.76125
80.2425187109998,13.116818611,581,50,89.96643,0.13092,11.12627,0.01416,1179.76125
80.2445187109998,13.116818611,582,50,89.96601,0.11991,11.04666,0.01416,1179.76125
80.2465187109998,13.116818611,583,50,89.97,0.12789,10.58431,0.01416,1179.76125
80.2485187109998,13.116818611,584,50,89.96666,0.12073,10.19922,0.01416,1179.76125
80.2505187109998,13.116818611,585,50,89.97424,0.146,10.00278,0.01416,1179.76125
80.2525187109998,13.116818611,586,50,89.96422,0.143,8.91312,0.01416,1179.76125
80.2545187109998,13.116818611,587,50,89.96308,0.14425,8.74966,0.01416,1179.76125
80.2565187109998,13.116818611,588,50,89.96539,0.15119,8.97059,0.01416,1179.76125
80.2585187109998,13.116818611,589,50,89.97102,0.14626,8.08127,0.01416,1179.76125
80.2605187109998,13.116818611,590,50,89.97188,0.18097,6.01686,0.01416,1179.76125
80.2625187109998,13.116818611,591,50,89.97585,0.15208,7.91641,0.01416,1179.76125
80.2645187109998,13.116818611,592,50,89.96977,0.11758,8.0094,0.01416,1179.76125
80.2665187109998,13.116818611,593,50,89.94719,0.14907,6.13052,0.01416,1179.76125
80.2685187109998,13.116818611,594,50,89.9639,0.18819,4.35739,0.01416,1179.76125
80.2705187109998,13.116818611,595,40,89.94884,0.33408,2.28573,0.01416,1179.76125
80.2725187109998,13.116818611,596,50,89.96622,0.14257,6.65131,0.01416,1179.76125
80.2765187109998,13.116818611,598,10,89.97222,0.13836,6.04939,0.01416,1179.76125
80.2785187109997,13.116818611,599,50,89.97482,0.14413,7.45168,0.01416,1179.76125
80.2805187109997,13.116818611,600,50,89.97384,0.10762,10.20085,0.01416,1179.76125
80.2845187109997,13.116818611,602,50,89.97913,0.10535,10.50924,0.01416,1179.76125
80.2865187109997,13.116818611,603,50,89.97488,0.10223,11.97783,0.01416,1179.76125
80.2885187109997,13.116818611,604,50,89.97717,0.10438,13.03715,0.01416,1179.76125
80.2905187109997,13.116818611,605,50,89.98376,0.1372,12.1455,0.01416,1179.76125
80.2925187109997,13.116818611,606,50,89.98327,0.13544,11.11291,0.01416,1179.76125
80.2945187109997,13.116818611,607,50,89.98113,0.13885,10.14529,0.01416,1179.76125
80.2965187109997,13.116818611,608,50,89.97336,0.182,8.24953,0.01416,1179.76125
80.2325187109999,13.114818611,644,50,89.97655,0.12253,12.84033,0.01416,1179.76125
80.2345187109999,13.114818611,645,50,89.96181,0.12549,13.0924,0.01416,1179.76125
80.2365187109998,13.114818611,646,50,89.96217,0.10614,12.4132,0.01416,1179.76125
80.2405187109998,13.114818611,648,50,89.9631,0.10088,11.33783,0.01416,1179.76125
80.2425187109998,13.114818611,649,50,89.95724,0.10902,11.75756,0.01416,1179.76125
80.2445187109998,13.114818611,650,50,89.97202,0.10637,11.7038,0.01416,1179.76125
80.2465187109998,13.114818611,651,50,89.9697,0.11188,10.31263,0.01416,1179.76125
80.2485187109998,13.114818611,652,50,89.95815,0.11149,9.6919,0.01416,1179.76125
80.2505187109998,13.114818611,653,50,89.96465,0.15254,9.68654,0.01416,1179.76125
80.2525187109998,13.114818611,654,50,89.95889,0.15672,8.76286,0.01416,1179.76125
80.2545187109998,13.114818611,655,50,89.94697,0.13709,8.83707,0.01416,1179.76125
80.2565187109998,13.114818611,656,50,89.9611,0.12989,8.38001,0.01416,1179.76125
80.2585187109998,13.114818611,657,50,89.9709,0.13596,7.85513,0.01416,1179.76125
80.2605187109998,13.114818611,658,50,89.97517,0.13769,7.17969,0.01416,1179.76125
80.2625187109998,13.114818611,659,50,89.97527,0.11419,8.8793,0.01416,1179.76125
80.2645187109998,13.114818611,660,50,89.96754,0.13134,7.65448,0.01416,1179.76125
80.2665187109998,13.114818611,661,50,89.96387,0.15189,6.3299,0.01416,1179.76125
80.2685187109998,13.114818611,662,10,89.96718,0.26627,3.99277,0.01416,1179.76125
80.2705187109998,13.114818611,663,10,89.94678,0.35107,2.14422,0.01416,1179.76125
80.2725187109998,13.114818611,664,50,89.96599,0.21611,4.16286,0.01416,1179.76125
80.2745187109998,13.114818611,665,50,89.97551,0.12907,6.10775,0.01416,1179.76125
80.2765187109998,13.114818611,666,50,89.97292,0.15116,5.95511,0.01416,1179.76125
80.2785187109997,13.114818611,667,50,89.97462,0.10645,9.04464,0.01416,1179.76125
80.2805187109997,13.114818611,668,50,89.97849,0.11756,9.47704,0.01416,1179.76125
80.2825187109997,13.114818611,669,50,89.98006,0.10569,11.03764,0.01416,1179.76125
80.2845187109997,13.114818611,670,50,89.97997,0.114,11.12768,0.01416,1179.76125
80.2945187109997,13.114818611,675,50,89.97522,0.10788,11.27846,0.01416,1179.76125
80.2965187109997,13.114818611,676,50,89.97904,0.12236,8.32776,0.01416,1179.76125
80.1985187109999,13.112818611,695,50,74.02921,0.14593,10.58048,0.01416,1179.76125
80.2005187109999,13.112818611,696,50,81.67781,0.1514,12.48259,0.01416,1179.76125
80.2025187109999,13.112818611,697,50,86.90997,0.15485,13.49319,0.01416,1179.76125
80.2045187109999,13.112818611,698,50,89.52262,0.17041,14.5457,0.01416,1179.76125
80.2065187109999,13.112818611,699,50,89.9718,0.13891,14.20029,0.01416,1179.76125
80.2085187109999,13.112818611,700,50,89.97173,0.10243,14.43211,0.01416,1179.76125
80.2105187109999,13.112818611,701,50,83.49863,0.1002,12.325,0.01416,1179.76125
80.2285187109999,13.112818611,710,10,73.03104,0.11808,9.81313,0.01416,1179.76125
80.2305187109999,13.112818611,711,50,87.52322,0.16366,12.49958,0.01416,1179.76125
80.2325187109999,13.112818611,712,10,89.97149,0.14337,12.89188,0.01416,1179.76125
80.2345187109999,13.112818611,713,50,89.96387,0.12713,13.60508,0.01416,1179.76125
80.2365187109998,13.112818611,714,50,89.97337,0.10987,13.07412,0.01416,1179.76125
80.2385187109998,13.112818611,715,50,89.97238,0.10943,12.31617,0.01416,1179.76125
80.2405187109998,13.112818611,716,50,89.97265,0.12814,11.50493,0.01416,1179.76125
80.2425187109998,13.112818611,717,50,89.97175,0.11903,11.54235,0.01416,1179.76125
80.2445187109998,13.112818611,718,50,89.97605,0.13049,11.76289,0.01416,1179.76125
80.2465187109998,13.112818611,719,50,89.97218,0.14158,10.93302,0.01416,1179.76125
80.2485187109998,13.112818611,720,50,89.96564,0.12108,10.24363,0.01416,1179.76125
80.2505187109998,13.112818611,721,50,89.94704,0.12696,9.70305,0.01416,1179.76125
80.2525187109998,13.112818611,722,50,89.97166,0.13855,8.99654,0.01416,1179.76125
80.2545187109998,13.112818611,723,50,89.97588,0.20897,9.19927,0.01416,1179.76125
80.2565187109998,13.112818611,724,50,89.97211,0.16,8.11228,0.01416,1179.76125
80.2585187109998,13.112818611,725,50,89.97647,0.1479,6.8666,0.01416,1179.76125
80.2605187109998,13.112818611,726,50,89.96935,0.15546,7.63633,0.01416,1179.76125
80.2625187109998,13.112818611,727,50,89.97399,0.1416,8.12297,0.01416,1179.76125
80.2645187109998,13.112818611,728,50,89.96474,0.12206,7.11312,0.01471,1179.76125
80.2665187109998,13.112818611,729,50,89.96333,0.16748,5.22328,0.01459,1179.76125
80.2685187109998,13.112818611,730,10,89.95882,0.33461,2.99575,0.01421,1179.76125
80.2705187109998,13.112818611,731,10,89.96767,0.34884,3.3547,0.01416,1179.76125
80.2725187109998,13.112818611,732,50,89.97977,0.15628,6.02526,0.01416,1179.76125
80.2745187109998,13.112818611,733,50,89.97909,0.14805,6.48603,0.01416,1179.76125
80.2765187109998,13.112818611,734,50,89.98186,0.13481,6.66411,0.01416,1179.76125
80.2805187109997,13.112818611,736,50,89.9784,0.10329,10.71859,0.01416,1179.76125
80.2825187109997,13.112818611,737,50,89.97952,0.15523,10.50551,0.01416,1179.76125
80.2845187109997,13.112818611,738,50,89.97216,0.16295,10.88763,0.01416,1179.76125
80.2885187109997,13.112818611,740,50,89.97426,0.12135,12.53631,0.01416,1179.76125
80.2905187109997,13.112818611,741,50,89.98096,0.12461,12.03399,0.01416,1179.76125
80.2925187109997,13.112818611,742,50,89.97781,0.1011,12.46404,0.01416,1179.76125
80.2945187109997,13.112818611,743,50,89.97418,0.155,10.35865,0.01416,1179.76125
80.2965187109997,13.112818611,744,10,89.96619,0.18902,8.42419,0.01416,1179.76125
80.1925187109999,13.110818611,760,10,89.52145,0.23159,14.81806,0.02711,1179.76125
80.1945187109999,13.110818611,761,10,89.96168,0.33705,14.44026,0.02837,1179.76125
80.1965187109999,13.110818611,762,10,89.96844,0.29931,13.73148,0.02511,1179.76125
80.1985187109999,13.110818611,763,10,89.97264,0.26138,12.9237,0.01433,1179.76125
80.2005187109999,13.110818611,764,10,89.97762,0.20789,13.96454,0.01416,1179.76125
80.2025187109999,13.110818611,765,50,89.97797,0.18303,14.33623,0.01416,1179.76125
80.2045187109999,13.110818611,766,10,89.97134,0.19013,13.69864,0.01416,1179.76125
80.2065187109999,13.110818611,767,50,89.97121,0.18789,12.42748,0.01416,1179.76125
80.2085187109999,13.110818611,768,50,89.97598,0.13663,12.88954,0.01416,1179.76125
80.2105187109999,13.110818611,769,10,89.86547,0.13135,12.60927,0.01416,1179.76125
80.2125187109999,13.110818611,770,50,89.4636,0.13363,13.07278,0.01416,1179.76125
80.2145187109999,13.110818611,771,50,89.95223,0.14845,13.6049,0.01416,1179.76125
80.2165187109999,13.110818611,772,50,89.97517,0.15272,13.01492,0.01416,1179.76125
80.2185187109999,13.110818611,773,50,89.96556,0.1262,12.78962,0.01416,1179.76125
80.2205187109999,13.110818611,774,50,89.96273,0.13473,12.80767,0.01416,1179.76125
80.2225187109999,13.110818611,775,50,89.96926,0.13968,13.3088,0.01416,1179.76125
80.2245187109999,13.110818611,776,50,89.97588,0.15046,13.60728,0.01416,1179.76125
80.2265187109999,13.110818611,777,50,89.98195,0.18511,12.69439,0.01416,1179.76125
80.2285187109999,13.110818611,778,10,89.97707,0.17583,13.1844,0.01416,1179.76125
80.2305187109999,13.110818611,779,50,89.97811,0.16751,13.07498,0.01416,1179.76125
80.2325187109999,13.110818611,780,50,89.97063,0.11554,12.58757,0.01416,1179.76125
80.2345187109999,13.110818611,781,50,89.96655,0.11535,12.16603,0.01416,1179.76125
80.2365187109998,13.110818611,782,50,89.9704,0.11755,12.29506,0.01416,1179.76125
80.2385187109998,13.110818611,783,50,89.97713,0.15826,11.84411,0.01416,1179.76125
80.2405187109998,13.110818611,784,50,89.98111,0.19443,11.79335,0.01416,1179.76125
80.2425187109998,13.110818611,785,50,89.97532,0.13791,11.21624,0.01416,1179.76125
80.2445187109998,13.110818611,786,10,89.97614,0.16843,11.34382,0.01416,1179.76125
80.2465187109998,13.110818611,787,50,89.97594,0.17183,11.96676,0.01416,1179.76125
80.2485187109998,13.110818611,788,10,89.95913,0.1585,11.07988,0.01416,1179.76125
80.2505187109998,13.110818611,789,50,89.96155,0.12627,9.44844,0.01416,1179.76125
80.2525187109998,13.110818611,790,50,89.97504,0.17062,9.13522,0.01416,1179.76125
80.2545187109998,13.110818611,791,10,89.9789,0.27776,7.96814,0.01416,1179.76125
80.2565187109998,13.110818611,792,50,89.98071,0.16821,7.26344,0.01416,1179.76125
80.2585187109998,13.110818611,793,50,89.96886,0.15303,6.45083,0.01416,1179.76125
80.2605187109998,13.110818611,794,50,89.96561,0.14064,7.18775,0.01416,1179.76125
80.2625187109998,13.110818611,795,50,89.96811,0.1437,7.35939,0.01416,1179.76125
80.2645187109998,13.110818611,796,50,89.96922,0.16291,6.69888,0.02391,1179.76125
80.2665187109998,13.110818611,797,10,89.96985,0.21065,5.31243,0.02182,1179.76125
80.2685187109998,13.110818611,798,10,89.97685,0.35658,3.80317,0.01506,1179.76125
80.2705187109998,13.110818611,799,50,89.97874,0.27744,4.78596,0.01416,1179.76125
80.2725187109998,13.110818611,800,50,89.98135,0.17404,7.12508,0.01416,1179.76125
80.2745187109998,13.110818611,801,10,89.97796,0.19952,6.42824,0.01416,1179.76125
80.2765187109998,13.110818611,802,50,89.9719,0.19086,6.90836,0.01416,1179.76125
80.2785187109997,13.110818611,803,50,89.97415,0.1312,7.22246,0.01416,1179.76125
80.2825187109997,13.110818611,805,50,89.98039,0.15654,12.03122,0.01416,1179.76125
80.2845187109997,13.110818611,806,50,89.93755,0.1213,12.47983,0.01416,1179.76125
80.2885187109997,13.110818611,808,50,89.97803,0.11634,11.74095,0.01416,1179.76125
80.2905187109997,13.110818611,809,50,89.97799,0.10138,11.97055,0.01416,1179.76125
80.2925187109997,13.110818611,810,50,89.97443,0.11089,12.51392,0.01416,1179.76125
80.2945187109997,13.110818611,811,50,89.97945,0.15845,10.18441,0.01416,1179.76125
80.2965187109997,13.110818611,812,50,89.97755,0.12409,8.80576,0.01416,1179.76125
80.1925187109999,13.108818611,828,50,89.98618,0.14437,16.59994,0.01883,1179.76125
80.1945187109999,13.108818611,829,10,89.98434,0.27611,15.52953,0.02036,1179.76125
80.1965187109999,13.108818611,830,10,89.97321,0.23504,13.93434,0.02364,1179.76125
80.1985187109999,13.108818611,831,50,89.97014,0.16159,14.28912,0.0233,1179.76125
80.2005187109999,13.108818611,832,50,89.96734,0.12923,15.57259,0.01416,1179.76125
80.2025187109999,13.108818611,833,50,89.95816,0.14089,15.50532,0.01416,1179.76125
80.2045187109999,13.108818611,834,50,89.95692,0.12545,14.63241,0.01416,1179.76125
80.2065187109999,13.108818611,835,50,89.97819,0.12285,14.45604,0.01416,1179.76125
80.2085187109999,13.108818611,836,50,89.97068,0.13157,14.79272,0.01416,1179.76125
80.2105187109999,13.108818611,837,50,89.97166,0.14467,14.13536,0.01416,1179.76125
80.2125187109999,13.108818611,838,50,89.96497,0.15281,12.21266,0.01416,1179.76125
80.2145187109999,13.108818611,839,50,89.96155,0.15531,11.90278,0.01416,1179.76125
80.2165187109999,13.108818611,840,50,89.97521,0.15151,11.99399,0.01416,1179.76125
80.2185187109999,13.108818611,841,50,89.97486,0.13628,12.0236,0.01416,1179.76125
80.2205187109999,13.108818611,842,50,89.97388,0.14835,11.31564,0.01416,1179.76125
80.2225187109999,13.108818611,843,50,89.98376,0.1715,11.51795,0.01416,1179.76125
80.2245187109999,13.108818611,844,50,89.98223,0.20371,11.67904,0.01416,1179.76125
80.2265187109999,13.108818611,845,10,89.97811,0.20702,11.6778,0.01416,1179.76125
80.2285187109999,13.108818611,846,50,89.97826,0.17649,12.01205,0.01416,1179.76125
80.2305187109999,13.108818611,847,50,89.97403,0.1422,12.57951,0.01416,1179.76125
80.2325187109999,13.108818611,848,50,89.97247,0.11498,12.61267,0.01416,1179.76125
80.2345187109999,13.108818611,849,10,89.98104,0.1837,12.50374,0.01416,1179.76125
80.2365187109998,13.108818611,850,50,89.9788,0.15898,12.08299,0.01416,1179.76125
80.2385187109998,13.108818611,851,10,89.97878,0.19454,11.29143,0.01416,1179.76125
80.2405187109998,13.108818611,852,50,89.97947,0.19805,11.07549,0.01416,1179.76125
80.2425187109998,13.108818611,853,10,89.98157,0.15696,9.64531,0.01416,1179.76125
80.2445187109998,13.108818611,854,50,89.97604,0.13476,10.27135,0.01416,1179.76125
80.2465187109998,13.108818611,855,50,89.97455,0.12749,10.39704,0.01416,1179.76125
80.2485187109998,13.108818611,856,50,89.97312,0.15565,9.14566,0.01416,1179.76125
80.2505187109998,13.108818611,857,50,89.97264,0.17037,8.32039,0.01416,1179.76125
80.2525187109998,13.108818611,858,10,89.97095,0.20562,7.29972,0.01416,1179.76125
80.2545187109998,13.108818611,859,10,89.9774,0.21461,6.23841,0.01416,1179.76125
80.2565187109998,13.108818611,860,50,89.97345,0.16451,5.15526,0.01416,1179.76125
80.2585187109998,13.108818611,861,10,89.96906,0.1779,5.39153,0.01416,1179.76125
